Epoch,Train Loss,Val Loss
1,0.0019496863217207902,0.000770060947277131
2,0.0010908972924181467,0.000775675627467486
3,0.001012552002823033,0.0007054142548412522
4,0.0009773279120842907,0.0007118745746111706
5,0.000956533577397676,0.0007064952356555685
6,0.0009405870705116379,0.0007082919899527982
7,0.0009286238375645572,0.0006895823538853634
8,0.000919050515042261,0.0006925415832437227
9,0.0009105397026759559,0.0006930601717243824
10,0.0009040807472555375,0.0006729468606595607
11,0.0008968730290082495,0.0006799262513858204
12,0.0008922541335643238,0.0006696118514248015
13,0.0008864519289279156,0.0006746708879195898
14,0.0008832014660061727,0.0006726605355980692
15,0.000879796969387253,0.0006841797943014453
16,0.0008748330523318033,0.0006726462969929626
17,0.0008721439955943567,0.0006709569765420032
18,0.0008691494211502021,0.0007074268964212062
19,0.000867068844117295,0.0006680980390070505
20,0.0008636011347353703,0.0006591988521420141
