Epoch,Train Loss,Val Loss
1,0.007600478816022169,0.0008929027731680242
2,0.0021586020403702483,0.000874302707112747
3,0.0019106068331525125,0.0009652825772205303
4,0.0017701517743435294,0.0008187325514670943
5,0.0016956195296465575,0.0009769430846353535
6,0.0016491680594702207,0.0009422456904120485
7,0.0016211131202399504,0.0008440375728006808
8,0.0015894622753362985,0.0009279007202749408
9,0.0015704496144073592,0.000936934901654357
10,0.0015527658616561163,0.0009990385103768099
11,0.0015409290950877267,0.0010108788941254473
