Epoch,Train Loss,Val Loss
1,0.0025970063034037594,0.0008939554002718069
2,0.0012684738252137322,0.0008272848726483062
3,0.001057534984560334,0.0007537725996808149
4,0.0009548700606974307,0.0007156903568538837
5,0.000896275104227243,0.0007357065805263118
6,0.00085959788360924,0.0007107727658003569
7,0.0008383741376892431,0.0007310690199083183
8,0.0008263493384874891,0.0007124760959122796
9,0.000813088187322137,0.0007114105406653834
10,0.0008058530196431093,0.0007205991576774977
11,0.0007989807960257167,0.0007126016431429889
12,0.0007942509449494537,0.000706317360905814
13,0.0007884377320588101,0.0007139008713129443
14,0.0007831434796971735,0.000705925404545269
15,0.0007800219120836119,0.0007285511428199243
16,0.0007757272881863173,0.0007202462006680435
17,0.0007707198009011336,0.000687751400648267
18,0.0007691972631000681,0.0006937940796633484
19,0.0007653454758838052,0.0007189905197737971
20,0.0007640781999361934,0.0006852932954061543
21,0.0007602743972820463,0.0006984546052990481
22,0.0007580770303902682,0.0006993125912122196
23,0.0007565284761803923,0.0007046353862679098
24,0.0007545989968202776,0.0007055962728481972
25,0.0007517149996419903,0.0006962387189414585
26,0.0007500970476248767,0.0006941049158776878
27,0.000748276398589951,0.0006923167807981372
28,0.0007467328173224815,0.0007363633878412657
29,0.0007440562301053433,0.0006938923225534382
30,0.0007427142936357996,0.0007024581112636952
