Epoch,Train Loss,Val Loss
1,0.004531665966885994,0.0037055281598114983
2,0.0034341878169532403,0.0036457767017908198
3,0.003340162052433461,0.003588195917324588
4,0.0032976299379141117,0.0035787018087217338
5,0.003278314654240323,0.0035688455934009856
6,0.0032375432215854608,0.003534525318123012
7,0.003229890587458165,0.0035267487292786693
8,0.0032230239709212906,0.0035395425403605273
9,0.003217929639931914,0.003509410410378472
10,0.0032109969188826647,0.0035215862591651353
11,0.0031924205474071956,0.0035267699235347442
12,0.0031899084764809567,0.0035045873276831263
13,0.00318670132170887,0.0035138319142166414
14,0.0031839507015365386,0.003516099661790428
15,0.003182120378387374,0.003484604986310826
16,0.003172984073854861,0.0034854171796787894
17,0.0031710466543743354,0.0034781312261449016
18,0.0031699547379623414,0.003499821763979488
19,0.003168509612194155,0.0034802929569389854
20,0.003167566954898576,0.003473699138699515
