epoch,train_loss,val_loss
1,0.0008240994849566144,0.0006470333274197504
2,0.0006187314747650195,0.0006192662725143817
3,0.0005933271543079922,0.0006695274705705756
4,0.0005790313614669855,0.0007057791578450074
5,0.0005688685366710916,0.000658699551095131
6,0.000559796575571092,0.0007512226913597623
