Epoch,Train Loss,Val Loss
1,0.011780332828715313,0.02365062646196684
2,34.14532027152762,0.023211761804729013
3,0.02329771018399785,0.023890225020416198
4,0.02339751695078508,0.024269947278393936
5,0.08371174397661717,0.02330306477135165
6,0.023386512492988495,0.024504706915481806
7,0.02337822305409694,0.02340857591830483
8,0.24933408625042924,0.0230685250135821
9,0.045778352018451554,0.023923673768383127
10,0.026728322383368513,0.023235789910412336
