Epoch,Train Loss,Val Loss
1,0.004143096180911405,0.00317964558504058
2,0.0043909955728169475,0.003815374212538473
3,0.0055413352955118985,0.00441584845189831
4,0.0058178636855466615,0.004454127361377557
5,0.006998205121085464,0.0038726129855275447
6,0.010476910198820414,0.00881152043282288
7,0.01135719216269164,0.009298978731123796
8,0.011388742204900612,0.009226118652328632
9,0.01143611823339173,0.008695790152576923
10,0.011449766944480654,0.009579295029390485
11,0.011471514745513578,0.009030642529129879
12,0.011479127856787778,0.009224885735807998
13,0.01146760247499901,0.00977066269233121
14,0.011453926802416983,0.009313812589637845
15,0.011510052788121544,0.00944537141393318
16,0.01148482331490678,0.00997993218873806
17,0.011528302842264077,0.009149396257445049
18,0.011529584894874859,0.009214391673108245
19,0.01151770734914439,0.008741692624841438
20,0.011492226168299773,0.009041071905410617
21,0.011877097407194422,0.009954741750264003
22,0.011969296679885801,0.009755662164590517
23,0.011990392874560983,0.00969666462423015
24,0.012046474569673057,0.009126703758158638
25,0.012056102908850386,0.009296674288668337
26,0.012025182429102893,0.010686050686815897
27,0.011989812118487332,0.009865446105597198
28,0.011972235379494994,0.00969539684491949
29,0.011998303421543162,0.009644199994244053
30,0.012012912831263529,0.009294215857536625
31,0.012055846493787607,0.009887603575447894
32,0.012050407331947517,0.009282116144891842
33,0.012054814339411978,0.010582887336770505
34,0.012026733839066215,0.009765227454200106
35,0.011972728025604314,0.008804822754165505
36,0.012047762100181941,0.009406338971093083
37,0.012038960593287469,0.009873773612322287
38,0.012096804238097439,0.009900962214147654
39,0.012077747082499162,0.009748964791353244
40,0.01213319442236185,0.010034243176924282
41,0.012065456468312391,0.00921770526646785
42,0.012055689959745531,0.009347711084569386
43,0.012119736890037432,0.009635197783428976
44,0.01206696636868398,0.010178892332712552
45,0.01208166262793824,0.010983826246732805
46,0.012084766868978084,0.009134737631889708
47,0.012104364911984212,0.009686402643124765
48,0.012104391886400627,0.009712620851618007
49,0.012068915307897528,0.009745357074250015
50,0.012094302485092516,0.010325275554011484
