Epoch,Train Loss,Val Loss
1,0.005455845399768465,0.0038858764918540865
2,0.004004925956996285,0.003808621491433519
3,0.003954201603208475,0.0037511610980023604
4,0.00392774800546825,0.003757245016531684
5,0.003909010195358793,0.003701098887019512
6,0.003887347759096782,0.00368819476497112
7,0.0038808545843313173,0.0037317153363699415
8,0.0038751072559029577,0.003692694303848276
9,0.003869608251609048,0.0036842382205699345
10,0.0038645065568430476,0.003673249237552301
11,0.003855748327603698,0.0036662100355322647
12,0.0038530430910653467,0.0036550711793122905
13,0.0038512026276957276,0.003661573374871955
14,0.0038490212324124268,0.0036625537931691625
15,0.0038472940822327707,0.0036541312256267696
16,0.003842430359586632,0.0036514161253012605
17,0.0038414263445343787,0.0036480528528166204
18,0.003840484283808615,0.003653482086025807
19,0.003839671937366922,0.003648717795104711
20,0.0038384597247464085,0.0036494326913407192
