t,Actual_Mz1,Predicted_Mz1,Actual_Mz2,Predicted_Mz2,Actual_Mz3,Predicted_Mz3,Inference_Time_ms
0.0,-57.9648513793945,-43.03686,-17.334764480590795,-30.831846,-5.246744632720943,-3.709709,74.19347763061523
0.0062500000000085,-58.2344207763672,-46.992752,-17.433765411376996,-24.759247,-5.375802993774405,-13.821889,0.27489662170410156
0.0125000000000028,-58.5407371520996,-42.926567,-17.7714576721191,-32.356728,-5.665759563446032,-9.14904,0.17070770263671875
0.0187500000000114,-58.9370765686035,-44.522614,-18.0891456604004,-20.97767,-5.849760055541988,-15.359881,0.14519691467285156
0.0250000000000057,-59.5930404663086,-44.438267,-18.397005081176797,-29.493912,-6.168241024017329,-19.44026,0.1506805419921875
0.03125,-58.8774108886719,-46.617653,-18.623651504516605,-30.234581,-6.250101089477534,-12.768865,0.14352798461914062
0.0375000000000085,-59.7924194335938,-45.332005,-18.8504886627197,-30.215176,-6.457423210144039,-13.83089,0.14209747314453125
0.0437500000000028,-60.03697586059571,-48.688183,-19.1136512756348,-32.92344,-6.6031136512756365,-13.496148,0.14662742614746094
0.0500000000000114,-60.4915313720703,-48.306335,-19.448499679565398,-37.39781,-6.731853961944586,-15.239233,0.14209747314453125
0.0562500000000057,-62.1654090881348,-47.791588,-19.694568634033196,-38.380116,-6.766083240509027,-13.985598,0.1399517059326172
0.0625,-58.2352256774902,-46.745872,-19.8225803375244,-38.47097,-6.775237560272222,-15.3964,0.14019012451171875
0.0687500000000085,-61.2606430053711,-48.61088,-20.05881690979,-33.045887,-6.881072998046873,-15.149447,0.14209747314453125
0.0750000000000028,-60.6540069580078,-46.174824,-20.2696800231934,-36.199806,-6.879939556121829,-19.150366,0.148773193359375
0.0812500000000114,-60.8847312927246,-47.03539,-20.569602966308597,-40.690952,-6.912596225738527,-16.417528,0.13947486877441406
0.0875000000000057,-61.0706634521484,-49.074215,-20.8689727783203,-36.122692,-6.977533817291256,-18.979277,0.1399517059326172
0.09375,-61.3627891540527,-48.15499,-21.191463470459002,-39.93512,-7.3589706420898375,-13.502149,0.13947486877441406
0.100000000000009,-62.1010513305664,-49.589275,-21.500509262085004,-39.448544,-7.684427738189706,-15.599588,0.13899803161621094
0.106250000000003,-61.3998107910156,-48.869812,-21.7375087738037,-41.936516,-7.790503025054932,-21.90569,0.13971328735351562
0.112500000000011,-62.2165374755859,-51.348938,-21.904712677001996,-39.983555,-8.039723396301271,-15.558023,0.14543533325195312
0.118750000000006,-62.1068382263184,-49.478493,-22.0685958862305,-41.27829,-8.289940834045412,-19.659702,0.13947486877441406
0.125,-62.1580848693848,-50.125023,-22.352531433105497,-39.27508,-8.778078079223627,-23.946379,0.14781951904296875
0.131250000000009,-61.8465728759766,-50.667072,-22.710454940795895,-42.390533,-8.830862998962404,-21.973299,0.14019012451171875
0.137500000000003,-61.7266426086426,-50.45086,-23.151473999023402,-43.368595,-8.726243019103997,-19.25176,0.13875961303710938
0.143750000000011,-61.5223274230957,-51.744553,-23.7295417785645,-45.907055,-8.54808616638184,-18.787388,0.141143798828125
0.150000000000006,-61.5345993041992,-52.02511,-24.203842163085902,-44.36233,-8.355027198791497,-22.5301,0.14019012451171875
0.15625,-61.704261779785206,-52.019135,-24.645620346069297,-46.882343,-8.199593544006353,-23.285599,0.13828277587890625
0.162500000000009,-62.9157943725586,-52.494434,-25.074079513549794,-47.915455,-7.69401216506958,-23.552055,0.1385211944580078
0.168750000000003,-61.2430992126465,-54.655167,-25.560066223144506,-41.15395,-7.377653598785398,-20.356058,0.13899803161621094
0.175000000000011,-62.6782035827637,-52.042156,-25.9709625244141,-41.740883,-6.827570438385005,-23.964546,0.14829635620117188
0.181250000000006,-62.5801010131836,-53.396572,-26.452787399292,-49.330498,-6.218619346618645,-26.13072,0.14019012451171875
0.1875,-62.8712959289551,-53.60331,-26.860038757324197,-48.022377,-5.356025695800786,-21.935293,0.13875961303710938
0.193750000000009,-63.2552185058594,-52.456627,-27.256269454956104,-47.541832,-4.62350988388062,-20.777563,0.1475811004638672
0.200000000000003,-63.4502258300781,-53.244514,-27.5833854675293,-42.211765,-3.3471202850341766,-26.851606,0.13947486877441406
0.206250000000011,-63.5603981018066,-54.271603,-27.673784255981396,-42.509953,-2.514477014541622,-23.469929,0.1399517059326172
0.212500000000006,-63.6035232543945,-55.144093,-27.7510452270508,-49.152584,-1.656615614891052,-21.9932,0.14019012451171875
0.21875,-63.7858428955078,-54.79948,-28.259094238281197,-45.302975,-0.7548374533653259,-20.289968,0.1392364501953125
0.225000000000009,-63.7753601074219,-54.55683,-28.526454925537095,-49.647232,-0.010795445181426094,-18.521547,0.1392364501953125
0.231250000000003,-63.62888717651371,-54.83814,-28.7918872833252,-43.34922,0.7140072584152161,-23.895027,0.13875961303710938
0.237500000000011,-63.5527763366699,-55.348335,-29.111581802368203,-42.3286,1.3791755437850992,-24.489666,0.1404285430908203
0.243750000000006,-63.3238372802734,-55.010315,-29.375925064086893,-43.075665,2.065135240554804,-22.944822,0.14925003051757812
0.25,-63.2620544433594,-55.74436,-29.5857963562012,-41.463005,2.525619506835937,-20.03321,0.13899803161621094
0.256250000000009,-63.1734390258789,-55.53666,-29.816507339477496,-49.045826,2.8477935791015643,-21.224867,0.1399517059326172
0.262500000000003,-62.8859672546387,-55.61325,-30.125476837158203,-45.592712,3.0174396038055478,-20.942173,0.1404285430908203
