t,Actual_Mz1,Predicted_Mz1,Actual_Mz2,Predicted_Mz2,Actual_Mz3,Predicted_Mz3,Inference_Time_ms
0.618750000000006,-67.720955,-57.22894,-29.910067,-49.256306,-54.90203,-45.41561,73.38905334472656
0.625,-67.70136,-57.377613,-30.33984,-49.417217,-55.786877,-45.87214,0.26988983154296875
0.631250000000009,-68.07694,-57.58468,-30.781013,-49.3875,-56.730743,-46.183437,0.17333030700683594
0.637500000000003,-68.6388,-57.769604,-31.253384,-49.274097,-57.717293,-46.579414,0.15735626220703125
0.643750000000011,-69.11599,-57.909927,-31.661736,-49.28664,-58.617878,-46.85665,0.15354156494140625
0.650000000000006,-69.69177,-58.165905,-32.230476,-49.219475,-59.06376,-47.208443,0.15091896057128906
0.65625,-70.03561,-58.343994,-32.306107,-48.972034,-59.931736,-47.424137,0.15854835510253906
0.662500000000009,-70.261444,-58.48469,-33.230236,-48.772747,-60.154667,-47.65908,0.1513957977294922
0.668750000000003,-71.388596,-58.562363,-33.62681,-48.758766,-60.58234,-47.95276,0.14734268188476562
0.675000000000011,-71.38264,-58.75954,-34.13935,-48.492615,-61.2349,-48.171173,0.14519691467285156
0.681250000000006,-72.08069,-58.897102,-34.52176,-48.462357,-61.98582,-48.38099,0.14519691467285156
0.6875,-72.66044,-58.878613,-35.39227,-48.62978,-62.433823,-48.54322,0.15306472778320312
0.693750000000009,-73.15904,-59.044662,-35.062943,-48.467896,-63.353752,-48.70019,0.14352798461914062
0.700000000000003,-73.66454,-59.066273,-35.75787,-48.39056,-63.957455,-48.83944,0.1437664031982422
0.706250000000011,-74.23163,-59.148727,-35.903427,-48.209576,-64.78285,-49.01419,0.15354156494140625
0.712500000000006,-74.87215,-59.297077,-35.895287,-48.054478,-65.48664,-49.24075,0.14448165893554688
0.71875,-75.40538,-59.3153,-35.879322,-47.90646,-66.38949,-49.342506,0.14352798461914062
0.725000000000009,-75.85157,-59.453976,-35.77243,-47.690155,-67.26205,-49.48143,0.14519691467285156
0.731250000000003,-76.47344,-59.424866,-35.61418,-47.632168,-68.05309,-49.62946,0.14448165893554688
0.737500000000011,-77.046234,-59.462097,-35.473656,-47.602947,-68.72296,-49.7704,0.14328956604003906
0.743750000000006,-77.623726,-59.550766,-35.33774,-47.448597,-69.699234,-49.865883,0.14543533325195312
0.75,-77.93268,-59.565548,-35.092934,-47.330864,-70.39967,-49.915787,0.14352798461914062
0.756250000000009,-78.234344,-59.639347,-34.943733,-47.29257,-71.243126,-50.00163,0.1506805419921875
0.762500000000003,-78.4961,-59.717445,-34.45192,-47.36171,-72.09242,-50.162388,0.14209747314453125
0.768750000000011,-78.42704,-59.691795,-34.37306,-47.365696,-72.70483,-50.193024,0.14257431030273438
0.775000000000006,-78.66627,-59.69948,-34.062447,-47.47446,-73.21493,-50.330544,0.1437664031982422
0.78125,-78.641235,-59.591885,-33.68502,-47.530533,-75.228065,-50.363678,0.1418590545654297
0.787500000000009,-78.445335,-59.56206,-33.289948,-47.419987,-74.04253,-50.3921,0.14209747314453125
0.793750000000003,-78.49269,-59.504128,-32.819942,-47.450924,-74.831535,-50.36899,0.14328956604003906
0.800000000000011,-78.39328,-59.429756,-32.613728,-47.475224,-74.78805,-50.399227,0.1442432403564453
0.806250000000006,-78.36404,-59.432285,-32.257164,-47.272903,-74.583626,-50.359154,0.1518726348876953
0.8125,-78.32654,-59.252197,-31.90775,-47.314896,-74.445114,-50.258232,0.14352798461914062
0.818750000000009,-78.45828,-59.18599,-31.629223,-47.36097,-74.200745,-50.274494,0.14209747314453125
0.825000000000003,-78.42992,-59.18628,-31.408674,-47.347324,-73.849686,-50.27817,0.15592575073242188
0.831250000000011,-78.30746,-59.230877,-31.241138,-47.26432,-73.50497,-50.232185,0.14352798461914062
0.837500000000006,-78.217636,-59.178276,-30.95974,-47.097515,-73.146385,-50.18149,0.1423358917236328
0.84375,-77.99996,-59.20364,-30.658915,-46.98701,-72.80098,-50.112698,0.1423358917236328
0.850000000000009,-77.898315,-59.144913,-30.168118,-47.00271,-73.66591,-50.083607,0.14090538024902344
0.856250000000003,-77.4663,-59.17701,-29.639872,-46.735825,-72.33264,-49.98834,0.1423358917236328
0.862500000000011,-77.13884,-59.242992,-29.244627,-46.462543,-72.39596,-49.848167,0.14281272888183594
0.868750000000006,-76.76972,-59.195114,-28.720373,-46.35028,-72.139984,-49.796005,0.14090538024902344
0.875,-76.381546,-59.240143,-28.205988,-46.105072,-71.90673,-49.754025,0.1499652862548828
0.881250000000009,-75.73838,-59.13097,-27.717081,-46.119076,-71.71253,-49.645847,0.14281272888183594
0.887500000000003,-75.01142,-59.166885,-27.188677,-45.921047,-71.471375,-49.57211,0.14209747314453125
0.893750000000011,-74.43779,-59.15633,-26.627777,-45.836323,-71.01382,-49.465717,0.15163421630859375
0.900000000000006,-73.75123,-59.099308,-26.206133,-45.818184,-70.656685,-49.369022,0.14138221740722656
0.90625,-72.812706,-58.91636,-25.832808,-45.858253,-70.267166,-49.24437,0.1404285430908203
0.912500000000009,-71.592926,-58.954205,-25.340899,-45.79016,-69.92214,-49.250443,0.14209747314453125
0.918750000000003,-70.47937,-59.01509,-24.92034,-45.650795,-69.497955,-49.188904,0.1423358917236328
0.925000000000011,-69.579636,-58.94804,-24.18873,-45.78483,-68.971756,-49.161373,0.1418590545654297
0.931250000000006,-68.50494,-58.831264,-23.150833,-45.767128,-68.38684,-49.11346,0.14162063598632812
0.9375,-67.50131,-58.88836,-23.157007,-45.661728,-67.41681,-49.103786,0.141143798828125
0.943750000000009,-66.31915,-58.832928,-22.563007,-45.53639,-66.447235,-49.034294,0.1513957977294922
0.950000000000003,-65.086975,-58.687534,-21.868492,-45.601784,-65.37943,-48.894173,0.1418590545654297
0.956250000000011,-63.998886,-58.55029,-21.27616,-45.68149,-64.3673,-48.74548,0.1404285430908203
0.962500000000006,-63.04053,-58.572235,-20.634336,-45.598125,-63.330837,-48.74661,0.1494884490966797
0.96875,-62.05637,-58.58832,-19.681595,-45.5609,-62.35783,-48.686024,0.14066696166992188
0.975000000000009,-61.231228,-58.650887,-18.860073,-45.316113,-61.675987,-48.64216,0.1423358917236328
0.981250000000003,-60.416855,-58.52623,-17.98314,-45.288155,-61.080757,-48.548717,0.14281272888183594
0.987500000000011,-59.999256,-58.555,-17.180857,-45.167915,-60.47027,-48.44773,0.141143798828125
0.993750000000006,-59.26367,-58.58518,-16.292072,-45.051105,-59.92401,-48.395866,0.14209747314453125
1.0,-58.54878,-58.494076,-15.188289,-45.021782,-59.423992,-48.313934,0.1437664031982422
1.00625000000001,-57.98878,-58.43611,-14.349214,-44.903473,-58.745434,-48.241062,0.14257431030273438
1.0125,-57.443497,-58.39112,-13.486991,-44.746536,-57.659283,-48.176205,0.14209747314453125
1.01875000000001,-56.875965,-58.28991,-12.635948,-44.699013,-56.453575,-48.005836,0.14352798461914062
1.02500000000001,-56.3926,-58.307064,-11.833733,-44.692394,-55.775276,-47.936657,0.14162063598632812
1.03125,-55.902916,-58.337067,-11.067829,-44.61338,-54.966892,-47.86557,0.1537799835205078
1.03750000000001,-55.52742,-58.319897,-10.228005,-44.51187,-54.135742,-47.786396,0.1399517059326172
1.04375,-55.12241,-58.258068,-9.029542,-44.434593,-53.31183,-47.73379,0.1399517059326172
1.05000000000001,-54.82086,-58.182438,-8.906373,-44.273132,-52.587173,-47.64936,0.14019012451171875
1.05625000000001,-54.759693,-58.039837,-8.307324,-44.381172,-51.623234,-47.594383,0.1404285430908203
1.0625,-54.682518,-57.98384,-7.8497663,-44.345566,-50.919037,-47.516373,0.14066696166992188
1.06875000000001,-54.476337,-58.007717,-7.5577383,-44.284462,-50.186115,-47.46904,0.14066696166992188
1.075,-54.548237,-58.099,-7.479865,-44.23014,-49.519768,-47.466442,0.14019012451171875
1.08125000000001,-54.68954,-58.094994,-7.4131007,-44.180138,-48.820568,-47.347202,0.141143798828125
1.08750000000001,-54.815845,-58.017128,-7.1683645,-44.137962,-48.009888,-47.230965,0.1418590545654297
1.09375,-54.90555,-57.982304,-6.9610486,-44.081837,-47.620087,-47.1421,0.3628730773925781
1.10000000000001,-55.070724,-57.953808,-6.765753,-44.033833,-47.08362,-46.984497,0.14448165893554688
1.10625,-55.53845,-57.933918,-6.60287,-44.001953,-46.54605,-46.882347,0.1418590545654297
1.11250000000001,-55.730625,-57.939278,-6.544873,-43.922123,-46.001427,-46.835415,0.1494884490966797
1.11875000000001,-55.96034,-57.923695,-6.3835735,-43.870735,-45.412277,-46.781467,0.141143798828125
1.125,-56.246395,-57.8352,-6.4192004,-43.81948,-44.44454,-46.68688,0.1404285430908203
1.13125000000001,-56.40827,-57.809547,-6.2564235,-43.68475,-43.956635,-46.6475,0.14853477478027344
1.1375,-56.59836,-57.799885,-6.371592,-43.53677,-43.56657,-46.626377,0.1404285430908203
1.14375000000001,-56.837376,-57.76586,-6.160775,-43.32287,-43.155693,-46.590603,0.1418590545654297
1.15000000000001,-56.995857,-57.73237,-6.393847,-43.16883,-42.878468,-46.52568,0.14209747314453125
1.15625,-57.16061,-57.736897,-6.4776483,-43.0044,-42.617958,-46.525703,0.1404285430908203
1.16250000000001,-57.222565,-57.57821,-6.65114,-42.864437,-42.56088,-46.475643,0.14138221740722656
1.16875,-57.372787,-57.59455,-6.6110716,-42.684307,-42.561157,-46.401936,0.141143798828125
1.17500000000001,-57.558846,-57.521397,-6.753954,-42.51641,-42.545635,-46.338566,0.14066696166992188
1.18125000000001,-57.69254,-57.582066,-6.9398584,-42.311504,-42.330143,-46.369667,0.1480579376220703
1.1875,-57.81178,-57.65077,-7.006604,-42.104103,-42.239414,-46.341454,0.1399517059326172
1.19375000000001,-57.950275,-57.644978,-6.9593606,-41.990414,-42.02181,-46.265038,0.1399517059326172
1.2,-57.83906,-57.69574,-7.1088133,-41.78193,-41.816982,-46.237156,0.14853477478027344
1.20625000000001,-57.830227,-57.636814,-7.275303,-41.576828,-41.59079,-46.17289,0.1399517059326172
1.21250000000001,-57.723026,-57.5444,-7.182216,-41.44577,-41.18149,-46.12638,0.13875961303710938
1.21875,-57.66764,-57.653126,-7.1515965,-41.312927,-40.93794,-46.123367,0.14019012451171875
1.22500000000001,-57.358036,-57.677616,-7.2936726,-41.21056,-40.71706,-46.106747,0.13947486877441406
1.23125,-57.566555,-57.74368,-7.3273907,-41.113037,-40.370384,-46.068504,0.13947486877441406
1.23750000000001,-57.398308,-57.76776,-7.269854,-40.986652,-40.31723,-46.054096,0.14019012451171875
1.24375000000001,-57.20876,-57.787285,-7.4197965,-40.883266,-40.262703,-46.03073,0.13947486877441406
1.25,-56.974323,-57.804485,-7.299457,-40.756172,-43.68473,-46.08413,0.13947486877441406
1.25625000000001,-56.528954,-57.871735,-7.460642,-40.547157,-40.07403,-46.111843,0.14019012451171875
1.2625,-56.25764,-57.92987,-7.5381694,-40.36506,-41.327354,-46.160583,0.1404285430908203
1.26875000000001,-56.04475,-57.96959,-7.876817,-40.070698,-41.079765,-46.187008,0.1461505889892578
1.27500000000001,-55.90956,-58.04611,-9.10353,-39.794056,-40.7474,-46.214825,0.1399517059326172
1.28125,-55.404305,-58.1011,-6.6595435,-39.472775,-40.693798,-46.32877,0.13971328735351562
1.28750000000001,-55.0311,-58.232807,-9.014443,-39.281868,-40.392742,-46.380672,0.1499652862548828
1.29375,-54.547173,-58.336834,-8.0506735,-38.898388,-40.401443,-46.46542,0.14066696166992188
1.30000000000001,-54.021606,-58.340046,-8.588579,-38.556236,-40.479076,-46.48793,0.1404285430908203
1.30625000000001,-53.55173,-58.398773,-8.654289,-38.319336,-40.53843,-46.611202,0.14019012451171875
1.3125,-53.05754,-58.4515,-8.965608,-37.983303,-40.52639,-46.79655,0.14138221740722656
1.31875000000001,-52.520214,-58.411644,-9.436998,-37.764637,-40.859356,-46.881344,0.14066696166992188
1.325,-52.052456,-58.458088,-10.089124,-37.629314,-41.375496,-47.054333,0.14066696166992188
1.33125000000001,-51.534233,-58.595577,-10.729709,-37.320736,-41.759922,-47.212784,0.1423358917236328
1.33750000000001,-51.213074,-58.56759,-11.345728,-37.152626,-42.17149,-47.2905,0.14781951904296875
1.34375,-50.96321,-58.573242,-11.824274,-36.993526,-42.853012,-47.469208,0.141143798828125
1.35000000000001,-50.526226,-58.675423,-12.527859,-36.634125,-43.28532,-47.663578,0.14090538024902344
1.35625,-50.153343,-58.67089,-13.1328745,-36.285606,-44.012993,-47.747692,0.14781951904296875
